Index of Gen, I#1: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#2: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, 
23292, , , , 0.000806008,0.0408156,0.0955201,
23293, , , , 0.00123798,0.040107,0.0914924,
23294, , , , 0.000309237,0.0406265,0.0944053,
23295, , , , 0.000438766,0.040585,0.0964762,
23296, , , , 0.000465567,0.041569,0.0958335,
23297, , , , 0.00084853,0.040896,0.0960337,
23298, , , , 0.0107569,0.0403565,0.0963639,
23299, , , , 0.00160281,0.0400674,0.0956393,
23300, , , , 0.00112359,0.0409101,0.0962562,
23301, , , , 0.00168523,0.0402165,0.0978727,
23302, , , , 0.000783587,0.040335,0.0959833,
23303, , , , 0.00156769,0.0419147,0.0961952,
23304, , , , 0.0014808,0.0415132,0.0956991,
23305, , , , 0.00704541,0.0442936,0.0955491,
23306, , , , 0.00708237,0.0444038,0.0959704,
23307, , , , 0.00846767,0.0456019,0.0967496,
23308, , , , 0.00876414,0.0444679,0.0961324,
23309, , , , 0.00828798,0.0442031,0.0957187,
23310, , , , 0.00292644,0.0446166,0.0960045,
23311, , , , 0.00103072,0.0319059,0.0960822,
23312, , , , 0.00371815,0.0304647,0.0951901,
23313, , , , 0.000712558,0.0384436,0.0944986,
23314, , , , 0.000181596,0.0404518,0.0978115,
23315, , , , 0.000796692,0.0389551,0.110286,
23316, , , , 0.000100832,0.0399077,0.0973723,
23317, , , , 0.000424175,0.0402748,0.0953454,
23318, , , , 0.000672649,0.0397859,0.0964747,
23319, , , , 0.000761608,0.0388144,0.0953979,
23320, , , , 0.0115658,0.0407893,0.099235,
23321, , , , 0.0130075,0.0282417,0.0993483,
23322, , , , 0.00154274,0.0392345,0.109248,
23323, , , , 0.000245919,0.0400168,0.110448,
23324, , , , 0.0010896,0.0400961,0.110774,
23325, , , , 0.000193753,0.0386242,0.112539,
23326, , , , 0.000652444,0.0347027,0.113699,
23327, , , , 0.000601553,0.0246425,0.111429,
23328, , , , 0.000818221,0.0235926,0.11054,
23329, , , , 0.000322107,0.0230462,0.112,
23330, , , , 0.00235963,0.0230249,0.111399,
23331, , , , 0.0096953,0.023571,0.110632,
23332, , , , 0.0106552,0.0225388,0.110731,
23333, , , , 0.0102637,0.0231216,0.111105,
23334, , , , 0.00761339,0.0236127,0.11087,
23335, , , , 0.0108343,0.0248324,0.110676,
23336, , , , 0.0107753,0.0230974,0.110981,
23337, , , , 0.0105565,0.0142459,0.106204,
23338, , , , 0.0112042,0.000578928,0.0984942,
23339, , , , 0.0101805,0.00280278,0.100204,
23340, , , , 0.00935842,0.000509796,0.0988179,
23341, , , , 0.0159566,9.22586e-05,0.0988447,
23342, , , , 0.0165582,0.00106412,0.0984004,
23343, , , , 0.0167312,0.000557559,0.0988388,
23344, , , , 0.0174804,0.000855936,0.099559,
23345, , , , 0.0171449,9.2167e-05,0.100995,
23346, , , , 0.017206,0.000304379,0.10543,
23347, , , , 0.0165908,0.00114814,0.107692,
23348, , , , 0.0170244,0.000253399,0.113794,
23349, , , , 0.0189893,0.000987095,0.113779,
23350, , , , 0.0365578,0.0151174,0.123646,
23351, , , , 0.0237857,0.00104548,0.114091,
23352, , , , 0.0235913,0.000423695,0.113429,
23353, , , , 0.0235441,0.000421305,0.0999245,
23354, , , , 0.023655,0.000319247,0.115575,
23355, , , , 0.0177427,0.000331985,0.133422,
23356, , , , 0.0229704,0.000648678,0.109288,
23357, , , , 0.0225562,0.000371198,0.146828,
23358, , , , 0.0318711,0.000194941,0.147277,
23359, , , , 0.0405785,0.000614468,0.147588,
23360, , , , 0.0395983,0.000388301,0.146986,
23361, , , , 0.0355409,0.00054197,0.148239,
23362, , , , 0.0407524,0.00062493,0.142882,
23363, , , , 0.0406813,0.000546865,0.129045,
23364, , , , 0.0420513,0.000164543,0.1274,
23365, , , , 0.0415008,0.000531596,0.130838,
23366, , , , 0.028555,0.000586186,0.128068,
23367, , , , 0.0391654,0.00044921,0.128481,
23368, , , , 0.0411733,0.000720098,0.127868,
23369, , , , 0.0408654,0.000575262,0.128601,
23370, , , , 0.0278656,0.00019662,0.142161,
23371, , , , 0.0408062,0.000874275,0.141437,
23372, , , , 0.0412796,8.21337e-05,0.140485,
23373, , , , 0.041407,0.000987026,0.141584,
23374, , , , 0.0412245,0.00316444,0.125725,
23375, , , , 0.0359956,0.000617123,0.125203,
23376, , , , 0.0258075,0.000344999,0.125177,
23377, , , , 0.0255334,0.00866751,0.124718,
23378, , , , 0.0251805,0.000638402,0.124784,
23379, , , , 0.0255195,0.000247493,0.119228,
23380, , , , 0.0261334,0.000780447,0.109934,
23381, , , , 0.0248118,0.00131941,0.109128,
23382, , , , 0.0248104,0.00100543,0.0951493,
23383, , , , 0.0253486,0.000690785,0.100131,
23384, , , , 0.0383426,0.00079237,0.101424,
23385, , , , 0.0241719,0.000505724,0.110049,
23386, , , , 0.0251713,0.000585536,0.111694,
23387, , , , 0.0297977,0.000805579,0.116188,
23388, , , , 0.0259638,0.000364247,0.111458,
23389, , , , 0.0346952,0.000243466,0.123635,
23390, , , , 0.0361952,0.000479055,0.124659,
23391, , , , 0.0343095,0.000792397,0.12505,
23392, , , , 0.0358194,0.000476898,0.133564,
23393, , , , 0.0234081,0.000493992,0.13495,
23394, , , , 0.0279352,0.000295735,0.133319,
23395, , , , 0.0418046,0.000894982,0.13371,
23396, , , , 0.0416858,0.00023223,0.133699,
23397, , , , 0.0422605,0.00449594,0.133385,
23398, , , , 0.042397,0.00102133,0.133636,
23399, , , , 0.0419483,0.001123,0.132858,
23400, , , , 0.0420658,0.000740803,0.132684,
23401, , , , 0.0422333,0.00035414,0.133317,
23402, , , , 0.0425899,0.000796628,0.127075,
23403, , , , 0.0420628,0.000454821,0.117022,
23404, , , , 0.0423658,0.000487867,0.115265,
23405, , , , 0.0427287,0.000922775,0.11548,
23406, , , , 0.0425506,0.000474245,0.115619,
23407, , , , 0.0421942,0.000333304,0.11611,
23408, , , , 0.0426451,0.00110569,0.115626,
23409, , , , 0.0475089,0.000616357,0.115292,
23410, , , , 0.0455842,0.00577652,0.115712,
23411, , , , 0.0455252,0.00646989,0.115274,
23412, , , , 0.0452056,0.00662958,0.115007,
23413, , , , 0.0407788,0.00584753,0.115826,
23414, , , , 0.0231192,0.00633368,0.115431,
23415, , , , 0.0311424,0.00667717,0.115362,
23416, , , , 0.030768,0.00654182,0.11622,
23417, , , , 0.0304831,0.0063391,0.115011,
23418, , , , 0.0291721,0.00365665,0.116105,
23419, , , , 0.0304365,0.00341322,0.114945,
23420, , , , 0.0301366,0.00388142,0.11629,
23421, , , , 0.033677,0.00326933,0.115522,
23422, , , , 0.0348484,0.00391846,0.115254,
23423, , , , 0.034994,0.0037791,0.115263,
23424, , , , 0.0342647,0.00373111,0.116139,
23425, , , , 0.0349004,0.00392051,0.11564,
23426, , , , 0.0350313,0.00389405,0.106685,
23427, , , , 0.0347076,0.00404461,0.11536,
23428, , , , 0.0342138,0.00361501,0.115707,
23429, , , , 0.0350738,0.00401761,0.116519,
23430, , , , 0.0341005,0.00280919,0.116087,
23431, , , , 0.0345951,0.00343055,0.115899,
23432, , , , 0.0347174,0.00351454,0.116004,
23433, , , , 0.0340668,0.00555991,0.115953,
23434, , , , 0.0342144,0.0166164,0.115453,
23435, , , , 0.0344147,0.0180463,0.11547,
23436, , , , 0.0345198,0.0169568,0.115376,
23437, , , , 0.0343597,0.0165337,0.115003,
23438, , , , 0.0298741,0.017468,0.115685,
23439, , , , 0.0160355,0.0171837,0.115726,
23440, , , , 0.00419369,0.0176908,0.115503,
23441, , , , 0.00136062,0.0172847,0.115642,
23442, , , , 0.00364921,0.0178484,0.115264,
23443, , , , 0.00561741,0.0170511,0.115328,
23444, , , , 0.0149264,0.016547,0.114277,
23445, , , , 0.0159281,0.0106248,0.114826,
23446, , , , 0.0160574,0.0106744,0.114906,
23447, , , , 0.0164336,0.0118818,0.114873,
23448, , , , 0.0161577,0.00121034,0.115557,
23449, , , , 0.0156808,0.000605267,0.115455,
23450, , , , 0.0163329,0.000343206,0.115305,
23451, , , , 0.0157038,0.000429169,0.115079,
23452, , , , 0.0160088,0.000688062,0.116042,
23453, , , , 0.0160588,0.00394068,0.114838,
23454, , , , 0.0170194,0.000655522,0.115282,
23455, , , , 0.0191195,0.000367268,0.115295,
23456, , , , 0.0294039,0.00120129,0.115782,
23457, , , , 0.0295921,0.0034593,0.114778,
23458, , , , 0.0293125,0.000604769,0.115033,
23459, , , , 0.0294023,0.000528813,0.114598,
23460, , , , 0.0331093,0.000350997,0.107599,
23461, , , , 0.0299644,0.000666925,0.11322,
23462, , , , 0.0294128,0.000967697,0.115392,
23463, , , , 0.0351024,0.000548496,0.115345,
23464, , , , 0.0296913,0.000640546,0.114478,
23465, , , , 0.0303288,0.000570148,0.11508,
23466, , , , 0.0290799,0.000557239,0.114194,
23467, , , , 0.029061,0.00142678,0.114907,
23468, , , , 0.0291254,0.000170411,0.114804,
23469, , , , 0.026707,0.000331522,0.115247,
23470, , , , 0.0194946,0.00145478,0.115031,
23471, , , , 0.00823335,0.00326089,0.114442,
23472, , , , 0.018762,0.00359044,0.114755,
23473, , , , 0.01917,0.0112719,0.121257,
23474, , , , 0.0187861,0.0036196,0.129086,
23475, , , , 0.0120619,0.00396445,0.125826,
23476, , , , 0.0177156,0.0025017,0.128696,
23477, , , , 0.0188442,0.00528001,0.129365,
23478, , , , 0.0189358,0.00499216,0.129088,
23479, , , , 0.0185867,0.00464077,0.130028,
23480, , , , 0.0186875,0.0048372,0.129147,
23481, , , , 0.0182166,0.00561316,0.129898,
23482, , , , 0.0179225,0.00805467,0.129764,
23483, , , , 0.0193555,0.016367,0.129861,
23484, , , , 0.0187026,0.016571,0.130006,
23485, , , , 0.0194293,0.0165419,0.129979,
23486, , , , 0.0183017,0.0158318,0.129326,
23487, , , , 0.0195341,0.0166835,0.123467,
23488, , , , 0.0197107,0.0168129,0.129167,
23489, , , , 0.0186846,0.0084792,0.130599,
23490, , , , 0.0187497,0.0132984,0.126028,
23491, , , , 0.0144235,0.0172531,0.125462,
23492, , , , 0.00797882,0.0170369,0.116542,
23493, , , , 0.0153744,0.0194185,0.126479,
23494, , , , 0.00713282,0.0174546,0.119728,
23495, , , , 0.00729549,0.02188,0.119139,
23496, , , , 0.00702751,0.0166699,0.12126,
23497, , , , 0.00620848,0.0169824,0.128119,
23498, , , , 0.00671968,0.0160311,0.120527,
23499, , , , 0.00689147,0.0160696,0.10361,
23500, , , , 0.00693387,0.0163268,0.1178,
23501, , , , 0.00685804,0.0163351,0.118865,
23502, , , , 0.00666852,0.0163853,0.119004,
23503, , , , 0.00922813,0.01616,0.128258,
23504, , , , 0.00772982,0.0165047,0.121508,
23505, , , , 0.00942291,0.0167488,0.128193,
23506, , , , 0.00765147,0.0165379,0.118707,
23507, , , , 0.00689274,0.0167702,0.117554,
23508, , , , 0.0066804,0.0164014,0.118358,
23509, , , , 0.00672036,0.0165645,0.118447,
23510, , , , 0.000843832,0.0170693,0.117833,
23511, , , , 0.00559648,0.0172722,0.118024,
23512, , , , 0.000852685,0.017571,0.118711,
23513, , , , 0.00599956,0.0254522,0.117868,
23514, , , , 0.00121612,0.0173946,0.120392,
23515, , , , 0.0004974,0.0167635,0.119698,
23516, , , , 0.000439453,0.0166959,0.121102,
23517, , , , 0.00138132,0.0171406,0.120816,
23518, , , , 0.000513648,0.0163781,0.112669,
23519, , , , 0.000394185,0.018102,0.119022,
23520, , , , 0.00266536,0.0160051,0.120686,
23521, , , , 0.000575362,0.0174007,0.119893,
23522, , , , 0.000170981,0.0193218,0.120479,
23523, , , , 0.000984783,0.0287374,0.120871,
23524, , , , 0.000737797,0.0285927,0.121106,
23525, , , , 0.000728196,0.0289361,0.120511,
23526, , , , 0.000803362,0.0288465,0.120208,
23527, , , , 0.0018881,0.0290046,0.120365,
23528, , , , 0.000671408,0.0289667,0.120475,
23529, , , , 0.00128931,0.0296233,0.120591,
23530, , , , 0.00040409,0.029046,0.120688,
23531, , , , 0.00045282,0.0291856,0.121201,
23532, , , , 0.000156446,0.0294028,0.120309,
23533, , , , 0.000117395,0.0259031,0.122929,
23534, , , , 0.000392127,0.0207374,0.127521,
23535, , , , 0.000154166,0.0352497,0.127217,
23536, , , , 0.000836838,0.0427515,0.12821,
23537, , , , 0.000772393,0.037768,0.1274,
23538, , , , 0.000472126,0.0433884,0.128362,
23539, , , , 0.000587979,0.0351478,0.128473,
23540, , , , 0.000250718,0.0285879,0.127848,
23541, , , , 0.000579034,0.0285174,0.127612,
23542, , , , 0.00208794,0.0274351,0.128159,
23543, , , , 0.000458109,0.0280652,0.128131,
23544, , , , 0.000689195,0.0303089,0.131125,
23545, , , , 0.000418364,0.0427692,0.152365,
23546, , , , 0.000183782,0.0429738,0.162986,
23547, , , , 0.0010459,0.0429347,0.153629,
23548, , , , 0.00883873,0.041875,0.152451,
23549, , , , 0.000521055,0.0417286,0.151725,
23550, , , , 0.000375805,0.0411169,0.152475,
23551, , , , 6.21323e-05,0.0411316,0.154117,
23552, , , , 0.000792667,0.0415366,0.152675,
23553, , , , 0.000233068,0.0412975,0.152518,
23554, , , , 0.00103231,0.0415169,0.152079,
23555, , , , 0.00127259,0.0416611,0.152593,
23556, , , , 0.000621502,0.0417849,0.152101,
23557, , , , 0.000331586,0.0412621,0.151361,
23558, , , , 0.000434149,0.0415224,0.152198,
23559, , , , 0.000655311,0.0417021,0.160023,
23560, , , , 0.00515021,0.0412844,0.152476,
23561, , , , 0.0187488,0.0413059,0.152739,
23562, , , , 0.0189133,0.041516,0.164007,
23563, , , , 0.019006,0.0409784,0.152009,
23564, , , , 0.0183711,0.0415625,0.152191,
23565, , , , 0.0242653,0.0491605,0.152433,
23566, , , , 0.0374044,0.0425823,0.149353,
23567, , , , 0.0419463,0.0474114,0.152321,
23568, , , , 0.0423756,0.0422512,0.152163,
23569, , , , 0.0348637,0.0411469,0.152353,
23570, , , , 0.0331026,0.0413874,0.150418,
23571, , , , 0.0296581,0.0408984,0.152943,
23572, , , , 0.0282196,0.0413808,0.152331,
23573, , , , 0.02802,0.0430754,0.151873,
23574, , , , 0.0274958,0.0553397,0.152822,
23575, , , , 0.0285788,0.0448757,0.15141,
23576, , , , 0.0278074,0.0471436,0.151993,
23577, , , , 0.0280499,0.0556141,0.151159,
23578, , , , 0.0293073,0.0619219,0.152123,
23579, , , , 0.0300508,0.0620905,0.160101,
23580, , , , 0.030958,0.0622218,0.165209,
23581, , , , 0.0315614,0.0624669,0.16536,
23582, , , , 0.0311598,0.0635632,0.166099,
23583, , , , 0.0313063,0.0690136,0.15306,
23584, , , , 0.030917,0.066532,0.163773,
23585, , , , 0.0324612,0.062986,0.176335,
23586, , , , 0.031525,0.061954,0.17906,
23587, , , , 0.031358,0.0593413,0.17888,
23588, , , , 0.0324046,0.0577794,0.178677,
23589, , , , 0.0335159,0.0596436,0.178209,
23590, , , , 0.0320478,0.0544346,0.178636,
23591, , , , 0.0311874,0.0533489,0.173937,
23592, , , , 0.0311521,0.059308,0.177749,
23593, , , , 0.0317446,0.0630971,0.17898,
23594, , , , 0.0311488,0.0649257,0.178566,
23595, , , , 0.0314621,0.0656006,0.176416,
23596, , , , 0.0323472,0.0643318,0.17874,
23597, , , , 0.0456313,0.0652379,0.178665,
23598, , , , 0.0445919,0.0644959,0.178577,
23599, , , , 0.031654,0.0647225,0.178166,
23600, , , , 0.0314045,0.064988,0.179264,
23601, , , , 0.0316071,0.0556295,0.178588,
23602, , , , 0.0315996,0.0614376,0.179381,
23603, , , , 0.030201,0.0537373,0.178494,
23604, , , , 0.0287315,0.0527836,0.177232,
23605, , , , 0.0277182,0.0528514,0.177335,
23606, , , , 0.0272045,0.0518152,0.179118,
23607, , , , 0.0275614,0.0516193,0.178238,
23608, , , , 0.0263041,0.0509742,0.177942,
23609, , , , 0.0278716,0.051615,0.178752,
23610, , , , 0.0286917,0.052193,0.178751,
23611, , , , 0.0275209,0.0521963,0.179354,
23612, , , , 0.0276523,0.0523095,0.178365,
23613, , , , 0.0283011,0.0520211,0.17895,
23614, , , , 0.0279823,0.0519082,0.176738,
23615, , , , 0.0291761,0.0512399,0.177713,
23616, , , , 0.0365219,0.0508419,0.178634,
23617, , , , 0.0448462,0.0506514,0.178435,
23618, , , , 0.0466729,0.0515429,0.178749,
23619, , , , 0.0366822,0.0514096,0.178321,
23620, , , , 0.0446298,0.0507248,0.179411,
23621, , , , 0.0422351,0.046963,0.18618,
23622, , , , 0.0153898,0.0497936,0.180282,
23623, , , , 0.00925734,0.0504037,0.179914,
23624, , , , 0.0215998,0.0475683,0.181965,
23625, , , , 0.00702565,0.0487096,0.179699,
23626, , , , 0.00034808,0.0506104,0.179183,
23627, , , , 0.000469067,0.0452984,0.178754,
23628, , , , 0.000133453,0.0491954,0.178989,
23629, , , , 0.000904798,0.0487178,0.179691,
23630, , , , 0.000841294,0.0454288,0.180043,
23631, , , , 7.53851e-05,0.0429028,0.181135,
23632, , , , 0.000523387,0.0461704,0.179869,
23633, , , , 0.00022733,0.0451361,0.179651,
23634, , , , 0.000558363,0.0484472,0.176491,
23635, , , , 0.000592684,0.0481193,0.167046,
23636, , , , 0.000444061,0.0559261,0.162298,
23637, , , , 0.000494826,0.06019,0.161105,
23638, , , , 0.00112994,0.0607112,0.167313,
23639, , , , 0.000587289,0.061247,0.17402,
23640, , , , 0.000749403,0.0607043,0.160883,
23641, , , , 0.000377405,0.0605973,0.160741,
23642, , , , 0.00318831,0.0608115,0.161304,
23643, , , , 0.000616468,0.0609899,0.160907,
23644, , , , 0.000325781,0.0609785,0.160155,
23645, , , , 0.000649843,0.060825,0.161278,
23646, , , , 0.00269759,0.0609631,0.163136,
23647, , , , 0.000253225,0.0606078,0.161572,
23648, , , , 0.000596212,0.0607274,0.161106,
23649, , , , 0.000732618,0.0605517,0.160941,
23650, , , , 0.00459295,0.0456617,0.160137,
23651, , , , 0.000713376,0.0540603,0.161262,
23652, , , , 8.91369e-05,0.0592974,0.174492,
23653, , , , 0.00039163,0.0605383,0.176406,
23654, , , , 0.000522921,0.053768,0.176976,
23655, , , , 0.000720665,0.058434,0.177001,
23656, , , , 0.000453527,0.0600782,0.185272,
23657, , , , 0.00112613,0.0595005,0.186998,
23658, , , , 0.000476865,0.0548613,0.187067,
23659, , , , 0.000473237,0.05313,0.1867,
23660, , , , 0.000360655,0.0460661,0.187842,
23661, , , , 0.000820329,0.0589009,0.187669,
23662, , , , 0.00120071,0.0536461,0.188531,
23663, , , , 0.000431739,0.0436521,0.189384,
23664, , , , 0.000302904,0.0421723,0.19003,
23665, , , , 0.000594043,0.0390362,0.18935,
23666, , , , 0.00181563,0.0431064,0.189852,
23667, , , , 0.00115907,0.0378714,0.189779,
23668, , , , 0.000550523,0.0518628,0.189461,
23669, , , , 0.00102114,0.0419509,0.189444,
23670, , , , 0.00072735,0.0328178,0.189539,
23671, , , , 0.000896892,0.0313358,0.189371,
23672, , , , 0.00922368,0.0306697,0.18897,
23673, , , , 0.0111313,0.031889,0.189518,
23674, , , , 0.0199987,0.0306807,0.189406,
23675, , , , 0.0219965,0.0242073,0.189355,
23676, , , , 0.0279996,0.0176161,0.189454,
23677, , , , 0.0336478,0.017504,0.190149,
23678, , , , 0.0328705,0.017249,0.189223,
23679, , , , 0.023032,0.0169348,0.192359,
23680, , , , 0.0221948,0.0175253,0.182874,
23681, , , , 0.0220057,0.017598,0.183375,
23682, , , , 0.0224862,0.0172732,0.182049,
23683, , , , 0.0330596,0.0169147,0.180755,
23684, , , , 0.0341461,0.0170483,0.180666,
23685, , , , 0.0355682,0.0138226,0.180053,
23686, , , , 0.0353995,0.0019317,0.177192,
23687, , , , 0.0356114,0.000454291,0.167278,
23688, , , , 0.0356305,0.000525237,0.166421,
23689, , , , 0.0359337,0.000376951,0.165893,
23690, , , , 0.0350867,0.00790444,0.165868,
23691, , , , 0.0365742,0.00106252,0.166408,
23692, , , , 0.035477,0.00037266,0.16645,
23693, , , , 0.0362341,0.000472564,0.168352,
23694, , , , 0.0357365,0.000595994,0.166272,
23695, , , , 0.0362019,0.000685493,0.165472,
23696, , , , 0.0355809,0.000434443,0.166168,
23697, , , , 0.0342886,0.0113266,0.165794,
23698, , , , 0.0350314,0.0130397,0.166122,
23699, , , , 0.0352846,0.0146549,0.160742,
23700, , , , 0.0361255,0.0141261,0.165258,
23701, , , , 0.0345699,0.0144255,0.165941,
23702, , , , 0.0360582,0.0140904,0.166066,
23703, , , , 0.0349164,0.0140318,0.16538,
23704, , , , 0.0209118,0.0135479,0.166613,
23705, , , , 0.0188814,0.0141051,0.169373,
23706, , , , 0.0170043,0.0137983,0.182737,
23707, , , , 0.0157993,0.0148381,0.194777,
23708, , , , 0.0203793,0.0238429,0.18331,
23709, , , , 0.0188446,0.0153846,0.170311,
23710, , , , 0.0177252,0.0144414,0.168988,
23711, , , , 0.0174615,0.0141612,0.169045,
23712, , , , 0.0159017,0.0137897,0.16876,
23713, , , , 0.0175855,0.0141203,0.169252,
23714, , , , 0.0168682,0.0142783,0.169049,
23715, , , , 0.0169226,0.014117,0.168194,
23716, , , , 0.0175679,0.0177885,0.167922,
23717, , , , 0.0179637,0.0222791,0.168566,
23718, , , , 0.017248,0.0213669,0.168908,
23719, , , , 0.0177177,0.0169772,0.171383,
23720, , , , 0.0175076,0.00643882,0.168921,
23721, , , , 0.0174493,0.0133648,0.168649,
23722, , , , 0.0175375,0.0154396,0.168471,
23723, , , , 0.0171762,0.0263908,0.169064,
23724, , , , 0.0155429,0.0374962,0.168814,
23725, , , , 0.0178377,0.0386507,0.16886,
23726, , , , 0.0166054,0.0385938,0.168343,
23727, , , , 0.017896,0.0386052,0.168496,
23728, , , , 0.0233512,0.0385783,0.169679,
23729, , , , 0.0291481,0.038674,0.168189,
23730, , , , 0.0298019,0.0388557,0.169795,
23731, , , , 0.0299499,0.0393407,0.175939,
23732, , , , 0.0302488,0.03917,0.168054,
23733, , , , 0.0299571,0.0390818,0.168996,
23734, , , , 0.0300769,0.0382214,0.168822,
23735, , , , 0.0302571,0.0392196,0.16872,
23736, , , , 0.0301909,0.0385458,0.168504,
23737, , , , 0.028292,0.0383996,0.1685,
23738, , , , 0.0284691,0.0385011,0.168664,
23739, , , , 0.029869,0.0382531,0.168377,
23740, , , , 0.0273878,0.038718,0.168132,
23741, , , , 0.0208665,0.039457,0.16905,
23742, , , , 0.0177719,0.038603,0.168826,
23743, , , , 0.0254388,0.0387241,0.169064,
23744, , , , 0.0170873,0.0437973,0.171741,
23745, , , , 0.0168813,0.0527256,0.177387,
23746, , , , 0.0170681,0.0418714,0.170299,
23747, , , , 0.0162616,0.0399022,0.168717,
23748, , , , 0.00900306,0.0376691,0.168546,
23749, , , , 0.0147498,0.0341848,0.168417,
23750, , , , 0.0170323,0.0336074,0.168476,
23751, , , , 0.0173108,0.0344061,0.16565,
23752, , , , 0.0170956,0.0342376,0.153116,
23753, , , , 0.0172937,0.0337552,0.159704,
23754, , , , 0.0172175,0.0206377,0.163162,
23755, , , , 0.0167797,0.0326888,0.154943,
23756, , , , 0.00939832,0.0347933,0.154586,
23757, , , , 0.0149226,0.0343339,0.153307,
23758, , , , 0.0133576,0.0340817,0.153502,
23759, , , , 0.015031,0.0406958,0.147835,
23760, , , , 0.0139963,0.0449625,0.154172,
23761, , , , 0.0133896,0.0460355,0.154597,
23762, , , , 0.00585102,0.0467398,0.154903,
23763, , , , 0.0108798,0.0469571,0.153137,
23764, , , , 0.0119438,0.0467038,0.153769,
23765, , , , 0.011468,0.0464828,0.155604,
23766, , , , 0.00255941,0.0463256,0.164098,
23767, , , , 0.0111802,0.0462262,0.15638,
23768, , , , 0.00187867,0.0463116,0.164714,
23769, , , , 0.000429664,0.0464286,0.165351,
23770, , , , 0.000285366,0.0460725,0.159878,
23771, , , , 0.000589124,0.0461042,0.150283,
