Index of Gen, I#1: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#2: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#3: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#4: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#5: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#6: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#7: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, I#8: Average AdditionProb of Gen, Average SubstractionProb of Gen, Average SubstitutionProb of Gen, 
847,0.810197,0.699688,0.517442, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
848,0.810023,0.697237,0.517633, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
849,0.809677,0.703255,0.516898, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
850,0.809647,0.704995,0.516038, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
851,0.810664,0.700225,0.513765, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
852,0.81236,0.700724,0.514113, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
853,0.819092,0.709229,0.513875, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
854,0.81995,0.708591,0.513269, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
855,0.82256,0.713473,0.508409, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
856,0.82617,0.71478,0.506977, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
857,0.827096,0.717111,0.50485, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
858,0.827846,0.715261,0.504141, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
859,0.827757,0.718311,0.507518, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
860,0.825846,0.719503,0.505175, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
861,0.826578,0.710461,0.499915, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
862,0.824651,0.712541,0.501039, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
863,0.820813,0.713037,0.502191, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
864,0.823653,0.709981,0.501874, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
865,0.824971,0.710028,0.507489, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
866,0.82494,0.71115,0.511422, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
867,0.815955,0.728258,0.518514, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
868,0.816993,0.722378,0.52522, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
869,0.815664,0.723289,0.526171, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
870,0.815759,0.723804,0.52657, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
871,0.814928,0.723606,0.525835, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
872,0.814965,0.724218,0.526322, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
873,0.815694,0.716066,0.527782, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
874,0.815097,0.718215,0.527088, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
875,0.810395,0.718076,0.527598, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
876,0.804765,0.71985,0.527093, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
877,0.804807,0.714543,0.528664, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
878,0.809686,0.71171,0.52892, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
879,0.802534,0.71742,0.527463, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
880,0.805253,0.714624,0.529127, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
881,0.819678,0.699263,0.529761, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
882,0.816931,0.706105,0.529881, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
883,0.821666,0.708151,0.52883, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
884,0.822731,0.710556,0.528686, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
885,0.821922,0.709307,0.528921, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
886,0.822851,0.70783,0.528629, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
887,0.814815,0.709574,0.528759, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
888,0.811695,0.708799,0.52839, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
889,0.806884,0.71092,0.527803, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
890,0.80515,0.710944,0.527251, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
891,0.804373,0.708589,0.528781, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
892,0.804867,0.707151,0.528549, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
893,0.802307,0.70817,0.529193, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
894,0.80193,0.708592,0.528582, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
895,0.798932,0.708274,0.528694, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
896,0.801476,0.709087,0.528593, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
897,0.801856,0.70841,0.527356, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
898,0.80175,0.705505,0.529152, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
899,0.800804,0.707986,0.528894, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
900,0.801639,0.707599,0.529137, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
901,0.800274,0.705016,0.520316, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
902,0.798152,0.702481,0.524694, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
903,0.800772,0.7032,0.524028, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
904,0.80411,0.703547,0.5185, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
905,0.802777,0.70503,0.513728, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
906,0.800199,0.708068,0.506515, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
907,0.801521,0.708002,0.512886, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
908,0.801696,0.708592,0.512876, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
909,0.800823,0.709058,0.513538, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
910,0.801624,0.709683,0.514886, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
911,0.795956,0.708709,0.514255, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
912,0.79683,0.712839,0.513951, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
913,0.802598,0.718923,0.515017, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
914,0.801435,0.712716,0.514264, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
915,0.802454,0.711358,0.514305, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
916,0.801659,0.716111,0.517654, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
917,0.801487,0.72574,0.518891, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
918,0.801856,0.727884,0.519338, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
919,0.802012,0.721723,0.520512, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
920,0.802436,0.729537,0.519513, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
921,0.803309,0.728258,0.518946, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
922,0.803848,0.729326,0.519057, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
923,0.81065,0.730149,0.518182, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
924,0.811992,0.732237,0.520859, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
925,0.808857,0.731918,0.510037, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
926,0.806191,0.731246,0.5085, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
927,0.800869,0.731478,0.511243, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
928,0.807856,0.731685,0.506584, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
929,0.811555,0.731996,0.504595, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
930,0.812508,0.727304,0.505118, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
931,0.812922,0.730178,0.501931, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
932,0.812843,0.729328,0.50989, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
933,0.812256,0.729144,0.512076, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
934,0.810711,0.727218,0.509369, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
935,0.803055,0.731413,0.514668, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
936,0.808447,0.729083,0.514597, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
937,0.807471,0.728368,0.509037, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
938,0.811056,0.721386,0.506909, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
939,0.812419,0.714885,0.501782, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
940,0.816264,0.712287,0.501028, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
941,0.822391,0.708245,0.503215, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
942,0.82189,0.707581,0.50238, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
943,0.823568,0.70626,0.500574, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
944,0.831684,0.707636,0.503035, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
945,0.82964,0.709585,0.502696, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
946,0.826993,0.717622,0.502913, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
947,0.831263,0.721879,0.502411, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
948,0.834708,0.720983,0.502833, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
949,0.830359,0.722906,0.502848, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
950,0.825998,0.716981,0.502691, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
951,0.825532,0.726672,0.503164, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
952,0.829976,0.727102,0.502451, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
953,0.827186,0.729931,0.503088, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
954,0.828974,0.7266,0.502898, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
955,0.817132,0.724949,0.502938, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
956,0.812468,0.724203,0.502935, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
957,0.809735,0.723428,0.502885, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
958,0.810196,0.719256,0.50249, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
959,0.809344,0.717201,0.503668, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
960,0.809851,0.721612,0.499411, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
961,0.809778,0.720671,0.5015, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
962,0.810759,0.723081,0.504465, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
963,0.811218,0.716641,0.501623, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
964,0.809388,0.713406,0.502857, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
965,0.801117,0.715063,0.505559, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
966,0.796146,0.713999,0.502578, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
967,0.80444,0.719102,0.501918, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
968,0.810287,0.7222,0.502567, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
969,0.812209,0.724841,0.502817, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
970,0.812622,0.724798,0.5031, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
971,0.811112,0.725498,0.505712, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
972,0.81124,0.721852,0.513554, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
973,0.814646,0.720724,0.521277, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
974,0.813422,0.72079,0.533721, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
975,0.814489,0.721312,0.536439, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
976,0.813556,0.72259,0.540255, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
977,0.813229,0.723935,0.543735, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
978,0.812358,0.730232,0.543238, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
979,0.812657,0.731892,0.542201, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
980,0.81512,0.734299,0.543039, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
981,0.812657,0.73314,0.543493, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
982,0.812555,0.724708,0.548121, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
983,0.812871,0.731739,0.544155, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
984,0.812594,0.738587,0.541176, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
985,0.811719,0.73885,0.540791, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
986,0.810682,0.739911,0.540788, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
987,0.812424,0.739183,0.54039, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
988,0.813102,0.740288,0.539707, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
989,0.814528,0.739285,0.541945, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
990,0.812399,0.739048,0.548609, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
991,0.812762,0.739148,0.54614, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
992,0.812851,0.739975,0.547704, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
993,0.811853,0.738947,0.543839, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
994,0.812772,0.739247,0.543591, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
995,0.813085,0.741053,0.541915, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
996,0.813107,0.733781,0.536416, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
997,0.81301,0.727891,0.53325, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
998,0.81282,0.732909,0.53376, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
999,0.812934,0.739632,0.536756, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1000,0.814665,0.739451,0.533063, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1001,0.810845,0.739665,0.531782, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1002,0.808792,0.739728,0.528088, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1003,0.812629,0.744788,0.524455, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1004,0.815297,0.739252,0.533268, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1005,0.815585,0.728427,0.52669, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1006,0.815795,0.725745,0.524818, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1007,0.805102,0.726665,0.539303, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1008,0.80558,0.729227,0.538572, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1009,0.795715,0.728226,0.541896, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1010,0.795569,0.728895,0.536795, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1011,0.790961,0.726046,0.541846, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1012,0.79117,0.72256,0.543, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1013,0.79721,0.73136,0.537895, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1014,0.797498,0.735711,0.534766, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1015,0.802215,0.735677,0.534843, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1016,0.802692,0.731017,0.539365, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1017,0.810296,0.740149,0.53087, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1018,0.813316,0.741237,0.529819, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1019,0.813333,0.741184,0.531098, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1020,0.815061,0.741915,0.531408, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1021,0.81508,0.741758,0.533216, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1022,0.816858,0.741357,0.533386, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1023,0.819915,0.736028,0.531839, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1024,0.823762,0.737554,0.525621, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1025,0.825035,0.738931,0.52926, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1026,0.825134,0.741146,0.535422, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1027,0.825439,0.736906,0.535624, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1028,0.824628,0.739995,0.535909, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1029,0.825125,0.734215,0.535104, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1030,0.825872,0.737362,0.533729, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1031,0.82626,0.737763,0.535802, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1032,0.823281,0.747184,0.535014, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1033,0.820185,0.74481,0.534733, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1034,0.817212,0.737466,0.53393, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1035,0.815325,0.72678,0.540412, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1036,0.815787,0.732554,0.534856, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1037,0.815109,0.723396,0.534399, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1038,0.81431,0.723237,0.529987, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1039,0.815156,0.723735,0.526427, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1040,0.815496,0.724703,0.523922, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1041,0.814539,0.723493,0.531464, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1042,0.811577,0.721538,0.535368, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1043,0.809199,0.719071,0.530184, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1044,0.811622,0.718622,0.529262, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1045,0.813324,0.719815,0.529917, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1046,0.814562,0.718467,0.52903, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1047,0.81506,0.717702,0.538626, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1048,0.81428,0.717771,0.543271, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1049,0.821465,0.717765,0.53786, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1050,0.825874,0.715054,0.534871, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1051,0.832419,0.713841,0.530008, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1052,0.827192,0.713242,0.533278, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1053,0.831157,0.716044,0.530903, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1054,0.836641,0.713408,0.533488, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1055,0.834842,0.714713,0.541324, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1056,0.837281,0.707772,0.539017, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1057,0.84326,0.701359,0.529996, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1058,0.843873,0.700412,0.528727, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1059,0.843388,0.700873,0.529175, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1060,0.844215,0.700354,0.528985, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1061,0.843762,0.701519,0.527554, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1062,0.842534,0.700712,0.528937, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1063,0.842526,0.699972,0.53123, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1064,0.838422,0.700036,0.530123, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1065,0.84189,0.700118,0.529465, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1066,0.837166,0.700395,0.529003, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1067,0.838623,0.700489,0.529271, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1068,0.838118,0.703729,0.527921, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1069,0.837813,0.702004,0.528819, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1070,0.837848,0.701823,0.529007, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1071,0.837627,0.696277,0.529169, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1072,0.838115,0.699772,0.529223, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1073,0.839984,0.701772,0.525922, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1074,0.840216,0.701222,0.520954, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1075,0.840211,0.701136,0.518993, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1076,0.840882,0.695673,0.518537, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1077,0.839843,0.697041,0.517894, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1078,0.843507,0.697941,0.518854, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1079,0.844621,0.692446,0.518805, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1080,0.842339,0.680302,0.519984, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1081,0.840346,0.675297,0.516518, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1082,0.841147,0.664484,0.518004, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1083,0.84377,0.669867,0.517307, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1084,0.84451,0.672033,0.518129, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1085,0.846413,0.675029,0.517516, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1086,0.846501,0.675249,0.51752, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1087,0.846677,0.678483,0.517412, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1088,0.846363,0.678415,0.513423, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1089,0.846048,0.681886,0.508192, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1090,0.846809,0.684968,0.502539, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1091,0.846983,0.688713,0.499085, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1092,0.845761,0.684138,0.497227, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1093,0.84502,0.688309,0.507323, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1094,0.840854,0.689439,0.507476, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1095,0.838132,0.686096,0.499006, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1096,0.843431,0.685696,0.498179, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1097,0.845831,0.684877,0.498957, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1098,0.849897,0.689846,0.498665, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1099,0.854551,0.686487,0.499133, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1100,0.855825,0.686712,0.499179, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1101,0.851628,0.684499,0.498793, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1102,0.851237,0.690301,0.499207, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1103,0.852355,0.69293,0.5032, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1104,0.853555,0.688326,0.510813, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
1105,0.860662,0.682236,0.518452, , , ,  , , ,  , , ,  , , ,  , , ,  , , ,  , , , 
